category;sku;model;qty;name;color_id;size_id;textile;season;price;status
6436_2;421811;СФ-42;91;Сарафан школьный;17;15,16,17;Двунитка 100% хлопок;4;0;1
6436_2;441811;СФ-44;75;Сарафан школьный "птичка";17;15,16,17;Двунитка 100% хлопок;4;0;1
6436_2;491811;СФ-49;20;Сарафан школьный с бантиком;37;6,1,2;Двунитка 100% хлопок;4;0;1
6436_2;531811;СФ-53;142;Сарафан "Бант";36,13;4,5,3;Двунитка 100% хлопок;4;0;1
6436_2;551813;СФ-55;27;Сарафан "Акварельный букет;31,5,6;15,16,17;Супрем 100% хлопок;1;0;1
6436_2;561813;СФ-56;262;Сарафан "Компот";31,35;8,7,14;Супрем 100% хлопок;1;0;1
6436_2;571813;СФ-57;245;Сарафан "Зайка фея";5,6;4,5,3;Супрем 100% хлопок;1;0;1
6436_2;621811;СФ-62;220;Сарафан "Лисичка з бантиком";80,70;3,4,5;Двунитка 100% бавовна;2;0;1
6436_2;631813;СФ-63;88;Сарафан "Лисичка з бантиком";70,78;16,17,6;Супрем 100% бавовна;1;0;1
6436_2;641813;СФ-64;96;Сарафан "Котики";69,70,74;4,5,15;Супрем 100% бавовна;1;0;1
6436_2;651813;СФ-65;50;Сарафан "Девочка и кот";13,70;3,4,5;Супрем 100% бавовна;1;0;1
6210_2;080913;СП-08;21;Юбка летняя;69,70,78,105,74;16,17,6;Супрем 100% бавовна;1;0;1
6210_2;090913;СП-09;46;Юбка летняя;69,70,78,105,74;4,5,15;Супрем 100% бавовна;1;0;1
6210_2;040909;ЮБ-04;98;Юбка "Рюша";31,37;15,16,17;Трехнитка б/н 100% хлопок;2;0;1
6210_2;050909;ЮБ-05;18;Юбка "Джинс";31,37;3,4,5;Трехнитка б/н 100% хлопок;2;0;1
6210_2;060909;ЮБ-06;91;Юбка "Школьная";31;18,19,20;Трехнитка б/н 95%хлопок+5%лайкра;2;0;1
6210_2;070909;ЮБ-07;38;Юбка "Школьная";31,37;1,6,2;Трехнитка б/н 100% хлопок;2;0;1
6214_1;1041113;ФБ-104;107;Футболка "Герб";36,26,37;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1051113;ФБ-105;110;Футболка "Якорь";36,35,37;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1061113;ФБ-106;59;Футболка "Robinzone";36,37;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1071113;ФБ-107;199;Футболка "Зелёный человечек";2,12;8,7,14;Супрем 100% хлопок;1;0;1
6214_1;1081113;ФБ-108;7;Футболка "Подлодка";2,18;8,7,14;Супрем 100% хлопок;1;0;1
6214_1;1091113;ФБ-109;87;Футболка "Мороженко -Зая;18,8;8,7,14;Супрем 100% хлопок;1;0;1
6214_2;1101113;ФБ-110;166;Футболка "Сердце-текст";21,13;4,5,3;Супрем 100% хлопок;1;0;1
6214_1;1131113;ФБ-113;31;Футболка "Много чувств";1,38;15,16,17;Супрем 100% хлопок;1;0;1
6214_1;1141113;ФБ-114;115;Футболка "Танцор";18,12;15,16,17;Супрем 100% хлопок;1;0;1
6214_1;1161113;ФБ-116;16;Футболка "Черепок";8,1,35;6,1,2;Супрем 100% хлопок;1;0;1
6214_1;1181113;ФБ-118;8;Футболка "Кассета руки вверх";1,38;6,1,2;Супрем 100% хлопок;1;0;1
6214_1;1191113;ФБ-119;94;Футболка" Банан";8,12;6,1,2;Супрем 100% хлопок;1;0;1
6214_2;1201113;ФБ-120;46;Футболка "Череп";13,38;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1221113;ФБ-122;218;Футболка "Волчек в раздумьях....";8,1;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1251113;ФБ-125;181;Футболка "Кассеты";18,8,1;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1281113;ФБ-128;110;Футболка "Художник";12,35;4,5,3;Супрем 100% хлопок;1;0;1
6214_2;1291113;ФБ-129;51;Футболкиа "Сердце";2,12,35;8,7,14;Супрем 100% хлопок;1;0;1
6214_2;1301113;ФБ-130;46;Футболка "Птички";18,35,38;15,16,17;Супрем 100% хлопок;1;0;1
6214_2;1371125;ФБ-137;494;Футболка "Цветы";85,13;15,16,17;Флям 100% бавовна;1;0;1
6214_2;1381113;ФБ-138;247;Футболка "Девушка в тату";26,13;18,19,20;Супрем 100% хлопок;1;0;1
6214_1;1451113;ФБ-145;41;Футболки "Монстрик";18,25,9;4,5,15,3;Супрем 100% хлопок;1;0;1
6214_2;1491113;ФБ-149;19;Футболки "Куколка";26,2,32;4,5,15,3;Супрем 100% хлопок;1;0;1
6214_2;1501113;ФБ-150;68;Футболка "Заяц";26,2,32;16,17,6;Супрем 100% хлопок;1;0;1
6214_2;1531113;ФБ-153;64;Футболка "Цветочки";28,21,14,56,38;4,5,15,3;Супрем 100% хлопок;1;0;1
6214_2;1541113;ФБ-154;41;Футболка "Цветочки";28,21,14,56,38;16,17,6;Супрем 100% хлопок;1;0;1
6214_1;1551113;ФБ-155;35;Футболка "Грузовик";18,12,35;3,4,5;Супрем 100% хлопок;1;0;1
6214_1;1561113;ФБ-156;57;Футболка "Грузовик";12,1,35,38;15,16,17;Супрем 100% хлопок;1;0;1
6214_1;1571113;ФБ-157;29;Футболка "Велик";18,12,35;3,4,5;Супрем 100% хлопок;1;0;1
6214_1;1581113;ФБ-158;25;Футболка "Велик";12,1,35,38;15,16,17;Супрем 100% хлопок;1;0;1
6214_1;1601113;ФБ-160;0;Футболка  "Без наката";;;Супрем 100% хлопок;1;0;1
6214_2;1601113;ФБ-160;0;Футболка  "Без наката";;;Супрем 100% хлопок;1;0;1
6214_1;1621113;ФБ-162;5;Футболка "Машинка";2,18,12,35;8,7,14;Супрем 100% хлопок;1;0;1
6214_1;1631113;ФБ-163;29;Футболка "Собака";2,18,12,35;8,7,14;Супрем 100% хлопок;1;0;1
6214_1;1651113;ФБ-165;15;Футболка "Мотоцикл";2,18,12,35;8,7,14;Супрем 100% хлопок;1;0;1
6214_1;1661136;ФБ-166;95;Футболка "Поло";77,87,81;15,16,17;Лакоста 100% бавовна;1;0;1
6214_1;1671136;ФБ-167;66;Футболка "Поло";77,87,68;6,1,2;Лакоста 100% бавовна;1;0;1
6214_1;1681136;ФБ-168;65;Футболка "Поло";77,87,68;3,4,5;Лакоста 100% бавовна;1;0;1
6214_1;1701113;ФБ-170;20;Футболка "Добрый динозаврик";72,77;7,14,3;Супрем 100% бавовна;1;0;1
6214_1;1711113;ФБ-171;27;Фкутболка "Море в бутылке";77,31,100;7,14,3;Супрем 100% бавовна;1;0;1
6214_2;1721125;ФБ-172;8;Футболка "Котик с бантиком";85,13;4,5,15;Флям 100% бавовна;1;0;1
6214_1;1841113;ФБ-184;19;Футболка "Мопс в очках";100,25,78;1,2,18;Супрем 100% бавовна;1;0;1
6214_1;1871113;ФБ-187;7;Футболка "Алфавит";77,12;7,14,3;Супрем 100% бавовна;1;0;1
6214_2;1881113;ФБ-188;44;Футболка "Princess";76,24,13;7,14,3;Супрем 100% бавовна;1;0;1
6214_1;1911113;ФБ-191;30;Футболка "PARADISE";101,72,77,102,37;2,18,19,20;Супрем 100% бавовна;1;0;1
6214_1;1931113;ФБ-193;77;Футболка "DENIM";101,72,77,102,81;2,18,19,20;Супрем 100% бавовна;1;0;1
6214_1;671113;ФБ-67;0;Футболка "Вышиванка";;;Супрем 100% хлопок;1;0;1
6214_2;671113;ФБ-67;0;Футболка "Вышиванка";;;Супрем 100% хлопок;1;0;1
6214_1;681113;ФБ-68;0;Футболка "Вышиванка";;;Супрем 100% хлопок;1;0;1
6214_2;681113;ФБ-68;0;Футболка "Вышиванка";;;Супрем 100% хлопок;1;0;1
6214_1;781113;ФБ-78;0;Футболка садик;;;Супрем 100% хлопок;1;0;1
6214_2;781113;ФБ-78;0;Футболка садик;;;Супрем 100% хлопок;1;0;1
6214_1;791113;ФБ-79;0;Футболка школьная;;;Супрем 100% хлопок;1;0;1
6214_2;791113;ФБ-79;0;Футболка школьная;;;Супрем 100% хлопок;1;0;1
6214_1;801113;ФБ-80;0;Футболка школьная;;;Супрем 100% хлопок;1;0;1
6214_2;801113;ФБ-80;0;Футболка школьная;;;Супрем 100% хлопок;1;0;1
6214_1;811113;ФБ-81;0;Футболка школьная;;;Супрем 100% хлопок;1;0;1
6214_2;811113;ФБ-81;0;Футболка школьная;;;Супрем 100% хлопок;1;0;1
6214_1;861113;ФБ-86;69;Футболка "Подводная лодка";36,31;8,7,14;Супрем 100% хлопок;1;0;1
6214_1;891113;ФБ-89;24;Футболка "По расписанию";36,31;4,5,3;Супрем 100% хлопок;1;0;1
6214_2;911113;ФБ-91;89;Футболка "Love mom";36,26;4,5,3;Супрем 100% хлопок;1;0;1
6212_1;051007;ШР-05;391;Шорты садик;8,37,4;4,14,3;Интерлок 100% хлопок;1;0;1
6212_1;061007;ШР-06;372;Шорты садик;37,4;5,15,16,17;Интерлок 100% хлопок;1;0;1
6212_1;291013;ШР-29;45;Шорты для мальчика;8,1;15,16,17;Супрем 100% хлопок;1;0;1
6212_1;301013;ШР-30;16;Шорты "Robinzone";3,8,19,17,37;4,5,3;Супрем 100% хлопок;1;0;1
6212_1;311013;ШР-31;91;Шорты "Робинзон";8,1,37;15,16,17;Супрем 100% хлопок;1;0;1
6212_1;341013;ШР-34;12;Шорты однотонные;102,31,47;4,5,15;Супрем 100% бавовна;1;0;1
6114_1;1082109;ШТ-108;202;Штаны "Робинзон";37,4;4,5,3;Трехнитка б/н 100% хлопок;3;0;1
6114_1;1162105;ШТ-116;0;Штаны "Малыш";;;Велюр 80% хлопок 20% полиэстер;2;0;1
6114_2;1162105;ШТ-116;0;Штаны "Малыш";;;Велюр 80% хлопок 20% полиэстер;2;0;1
6114_1;1162107;ШТ-116;0;Штаны "Малыш";;;Интерлок 100% хлопок;4;0;1
6114_2;1162107;ШТ-116;0;Штаны "Малыш";;;Интерлок 100% хлопок;4;0;1
6114_1;1162119;ШТ-116;0;Штаны "Малыш";;;Рибана 95%хлопок+5%лайкра;4;0;1
6114_2;1162119;ШТ-116;0;Штаны "Малыш";;;Рибана 95%хлопок+5%лайкра;4;0;1
6114_1;1232109;ШТ-123;176;Штаны "Джинс";51,52;6,1,2;Трехнитка б/н 100% хлопок;3;0;1
6114_1;1292109;ШТ-129;18;Штаны "Спорт";37,4;6,1,2;Трехнитка б/н 100% хлопок;3;0;1
6114_1;1302109;ШТ-130;84;Штаны "Спорт";37,4;18,19,20;Трехнитка б/н 100% хлопок;3;0;1
6114_1;1322109;ШТ-132;308;Штаны "Робинзон";37,4;15,16,17;Трехнитка б/н 100% хлопок;3;0;1
6114_1;1332109;ШТ-133;2;Штаны "Робинзон";3,37;8,7,21,14;Трехнитка б/н 100% хлопок;2;0;1
6114_1;1412127;ШТ-141;0;Штаны "Шнурочек";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1412127;ШТ-141;0;Штаны "Шнурочек";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1422127;ШТ-142;0;Штаны "Шнурочек";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1422127;ШТ-142;0;Штаны "Шнурочек";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1442127;ШТ-144;178;Штаны "Шнурочек";28,38;15,16,17;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1452127;ШТ-145;0;Штаны "Шнурочек";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1452127;ШТ-145;11;Штаны "Шнурочек";5;15,16,17;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1462127;ШТ-146;57;Штаны "Шнурочек";3,43;6,1,2;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1552111;ШТ-155;0;Штаны "Коленки с застилом";;;Двунитка 100% хлопок;2;0;1
6114_2;1552111;ШТ-155;0;Штаны "Коленки с застилом";;;Двунитка 100% хлопок;2;0;1
6114_1;1572108;ШТ-157;1;Штаны "Коленки с застилом";3,2,5,43,17;8,7,14;Интерлок с/н 95%хлопок+5%полиэстер;4;0;1
6114_2;1602109;ШТ-160;21;Штаны "Репсовый бантик";31,37;3,4,5;Трехнитка б/н 100% хлопок;2;0;1
6114_2;1612109;ШТ-161;17;Штаны "Репсовый бантик";31,37;8,7,14;Трехнитка б/н 100% хлопок;2;0;1
6114_1;1622109;ШТ-162;63;Штаны "Манжет наизнанку";31,37;8,7,14;Трехнитка б/н 100% хлопок;3;0;1
6114_1;1632109;ШТ-163;129;Штаны "Кармашек наизнанку";31,37;15,16,17;Трехнитка б/н 100% хлопок;2;0;1
6114_1;1692111;ШТ-169;24;Штаны "Отстрочка,спорт";3,37;18,19,20;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_1;1702111;ШТ-170;0;Штаны "Повседневные";;;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_2;1702111;ШТ-170;0;Штаны "Повседневные";;;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_1;1712111;ШТ-171;13;Штаны "Повседневные";8,111;15,16,17;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_2;1712111;ШТ-171;0;Штаны "Повседневные";;;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_1;1722111;ШТ-172;0;Штаны "Повседневные";;;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_2;1722111;ШТ-172;0;Штаны "Повседневные";;;Двунитка 95%хлопок+5%полиэстер;2;0;1
6114_1;1732127;ШТ-173;82;Штаны "Накладные карманы";36;3,4,5;Трехнитка с/н 95%хлопок+5%полиэстер;2;0;1
6114_1;1822111;ШТ-182;0;Штаны "Робинзон";3,43;5,15,16;Двунитка 95%хлопок+5%лайкра;2;0;1
6114_1;1832127;ШТ-183;78;Штаны "Классика";3,61,19,21,25,17,37,4,23;3,4,5,14;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1852127;ШТ-185;80;Штаны "Классика";3,17,37;6,1,2;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1862127;ШТ-186;0;Штаны "Спорт";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1862127;ШТ-186;0;Штаны "Спорт";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1872127;ШТ-187;0;Штаны "Спорт";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1872127;ШТ-187;0;Штаны "Спорт";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1882127;ШТ-188;0;Штаны "Спорт";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1882127;ШТ-188;0;Штаны "Спорт";;;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_1;1892127;ШТ-189;23;Штаны "Складка на коленке";2,17,37;3,4,5;Трехнитка с/н 95%хлопок+5%полиэстер;3;0;1
6114_2;1952135;ШТ-195_1;10;Штаны "Брючные";82;3,4,5;Костюмна з стрейчем 95% бавовна+ 5% эластан;4;0;1
6114_2;1962135;ШТ-196_1;0;Штаны "Брючные";82;15,16,17;Костюмна з стрейчем 95% бавовна+ 5% эластан;4;0;1
6114_2;1982135;ШТ-198_1;8;Штаны "Брючные";82;8,7,14;Костюмна з стрейчем 95% бавовна+ 5% эластан;4;0;1
6114_1;2022111;ШТ-202_1;9;Штаны "Звезда на коленке";3,31,84;8,7,14;Двунитка 100% бавовна;4;0;1
6114_1;2062111;ШТ-206;132;Штаны "Карманы на молнии ";3,31,68;18,19,20;Двунитка 100% бавовна;4;0;1
6114_1;2072111;ШТ-207_1;16;Штаны "Защипы на коленях";3;6,1,2;Двунитка 100% бавовна;4;0;1
6114_1;2082111;ШТ-208;145;Штани "Sport";3,81;1,2,18;Двунитка 100% бавовна;2;0;1
6114_1;2172111;ШТ-217;138;Штани "Сountry club";3,68;1,2,18;Двунитка 100% бавовна;2;0;1
6114_1;2182128;ШТ-218;578;Подштанники;3,86,90;15,16,17;Рибана з/н 95%бавовна+5%лайкра;2;0;1
6114_1;2192128;ШТ-219;565;Подштанники;3,86,90;6,1,2;Рибана з/н 95%бавовна+5%лайкра;2;0;1
6114_1;2202128;ШТ-220;174;Подштанники;86,90;18,19,20;Рибана з/н 95%бавовна+5%лайкра;2;0;1
6114_1;602128;ШТ-60;17;Подштанники;4,17;18,19,20,30;Рибана с/н 95%хлопок+5%лайкра;2;0;1
ё
